token,date,unlock_pct,size_bucket,ar_t-30,ar_t-29,ar_t-28,ar_t-27,ar_t-26,ar_t-25,ar_t-24,ar_t-23,ar_t-22,ar_t-21,ar_t-20,ar_t-19,ar_t-18,ar_t-17,ar_t-16,ar_t-15,ar_t-14,ar_t-13,ar_t-12,ar_t-11,ar_t-10,ar_t-9,ar_t-8,ar_t-7,ar_t-6,ar_t-5,ar_t-4,ar_t-3,ar_t-2,ar_t-1,ar_t+0,ar_t+1,ar_t+2,ar_t+3,ar_t+4,ar_t+5,ar_t+6,ar_t+7,ar_t+8,ar_t+9,ar_t+10,ar_t+11,ar_t+12,ar_t+13,ar_t+14,ar_t+15,ar_t+16,ar_t+17,ar_t+18,ar_t+19,ar_t+20,ar_t+21,ar_t+22,ar_t+23,ar_t+24,ar_t+25,ar_t+26,ar_t+27,ar_t+28,ar_t+29,ar_t+30,ar_t+31,ar_t+32,ar_t+33,ar_t+34,ar_t+35,ar_t+36,ar_t+37,ar_t+38,ar_t+39,ar_t+40,ar_t+41,ar_t+42,ar_t+43,ar_t+44,ar_t+45,ar_t+46,ar_t+47,ar_t+48,ar_t+49,ar_t+50,ar_t+51,ar_t+52,ar_t+53,ar_t+54,ar_t+55,ar_t+56,ar_t+57,ar_t+58,ar_t+59,ar_t+60,ar_t+61,ar_t+62,ar_t+63,ar_t+64,ar_t+65,ar_t+66,ar_t+67,ar_t+68,ar_t+69,ar_t+70,ar_t+71,ar_t+72,ar_t+73,ar_t+74,ar_t+75,ar_t+76,ar_t+77,ar_t+78,ar_t+79,ar_t+80,ar_t+81,ar_t+82,ar_t+83,ar_t+84,ar_t+85,ar_t+86,ar_t+87,ar_t+88,ar_t+89,ar_t+90,ar_t+91,ar_t+92,ar_t+93,ar_t+94,ar_t+95,ar_t+96,ar_t+97,ar_t+98,ar_t+99,ar_t+100,ar_t+101,ar_t+102,ar_t+103,ar_t+104,ar_t+105,ar_t+106,ar_t+107,ar_t+108,ar_t+109,ar_t+110,ar_t+111,ar_t+112,ar_t+113,ar_t+114,ar_t+115,ar_t+116,ar_t+117,ar_t+118,ar_t+119,ar_t+120,ar_t+121,ar_t+122,ar_t+123,ar_t+124,ar_t+125,ar_t+126,ar_t+127,ar_t+128,ar_t+129,ar_t+130,ar_t+131,ar_t+132,ar_t+133,ar_t+134,ar_t+135,ar_t+136,ar_t+137,ar_t+138,ar_t+139,ar_t+140,ar_t+141,ar_t+142,ar_t+143,ar_t+144,ar_t+145,ar_t+146,ar_t+147,ar_t+148,ar_t+149,ar_t+150,ar_t+151,ar_t+152,ar_t+153,ar_t+154,ar_t+155,ar_t+156,ar_t+157,ar_t+158,ar_t+159,ar_t+160,ar_t+161,ar_t+162,ar_t+163,ar_t+164,ar_t+165,ar_t+166,ar_t+167,ar_t+168,ar_t+169,ar_t+170,ar_t+171,ar_t+172,ar_t+173,ar_t+174,ar_t+175,ar_t+176,ar_t+177,ar_t+178,ar_t+179,ar_t+180,ar_t+181,ar_t+182,ar_t+183,ar_t+184,ar_t+185,ar_t+186,ar_t+187,ar_t+188,ar_t+189,ar_t+190,ar_t+191,ar_t+192,ar_t+193,ar_t+194,ar_t+195,ar_t+196,ar_t+197,ar_t+198,ar_t+199,ar_t+200,ar_t+201,ar_t+202,ar_t+203,ar_t+204,ar_t+205,ar_t+206,ar_t+207,ar_t+208,ar_t+209,ar_t+210,ar_t+211,ar_t+212,ar_t+213,ar_t+214,ar_t+215,ar_t+216,ar_t+217,ar_t+218,ar_t+219,ar_t+220,ar_t+221,ar_t+222,ar_t+223,ar_t+224,ar_t+225,ar_t+226,ar_t+227,ar_t+228,ar_t+229,ar_t+230,ar_t+231,ar_t+232,ar_t+233,ar_t+234,ar_t+235,ar_t+236,ar_t+237,ar_t+238,ar_t+239,ar_t+240,ar_t+241,ar_t+242,ar_t+243,ar_t+244,ar_t+245,ar_t+246,ar_t+247,ar_t+248,ar_t+249,ar_t+250,ar_t+251,ar_t+252,ar_t+253,ar_t+254,ar_t+255,ar_t+256,ar_t+257,ar_t+258,ar_t+259,ar_t+260,ar_t+261,ar_t+262,ar_t+263,ar_t+264,ar_t+265,ar_t+266,ar_t+267,ar_t+268,ar_t+269,ar_t+270,ar_t+271,ar_t+272,ar_t+273,ar_t+274,ar_t+275,ar_t+276,ar_t+277,ar_t+278,ar_t+279,ar_t+280,ar_t+281,ar_t+282,ar_t+283,ar_t+284,ar_t+285,ar_t+286,ar_t+287,ar_t+288,ar_t+289,ar_t+290,ar_t+291,ar_t+292,ar_t+293,ar_t+294,ar_t+295,ar_t+296,ar_t+297,ar_t+298,ar_t+299,ar_t+300,ar_t+301,ar_t+302,ar_t+303,ar_t+304,ar_t+305,ar_t+306,ar_t+307,ar_t+308,ar_t+309,ar_t+310,ar_t+311,ar_t+312,ar_t+313,ar_t+314,ar_t+315,ar_t+316,ar_t+317,ar_t+318,ar_t+319,ar_t+320,ar_t+321,ar_t+322,ar_t+323,ar_t+324,ar_t+325,ar_t+326,ar_t+327,ar_t+328,ar_t+329,ar_t+330,ar_t+331,ar_t+332,ar_t+333,ar_t+334,ar_t+335,ar_t+336,ar_t+337,ar_t+338,ar_t+339,ar_t+340,ar_t+341,ar_t+342,ar_t+343,ar_t+344,ar_t+345,ar_t+346,ar_t+347,ar_t+348,ar_t+349,ar_t+350,ar_t+351,ar_t+352,ar_t+353,ar_t+354,ar_t+355,ar_t+356,ar_t+357,ar_t+358,ar_t+359,ar_t+360,ar_t+361,ar_t+362,ar_t+363,ar_t+364,ar_t+365
aptos,2025-04-14,1.873,medium (1–3%),2.2455,-1.7043,2.1683,3.094,-1.7891,3.466,-0.0179,1.3454,-2.0223,3.9032,-1.7865,1.0606,-0.0856,-3.741,-3.6464,1.6324,-0.7982,-0.5771,-2.5065,-1.6289,-3.8179,0.0119,-4.9147,0.537,2.3193,0.3868,1.1472,-1.0231,1.4546,-1.0214,-1.283,-2.7875,-0.5052,-1.7628,2.8882,3.9708,2.9915,-5.7022,0.2603,1.4056,2.3807,0.1363,1.4182,-3.5538,1.5776,-0.9611,-1.457,0.5315,-1.5196,-3.7479,0.0071,-2.9749,-6.4215,0.4481,8.0785,2.0115,7.0459,-2.4179,0.578,3.6822,-5.9281,-7.6701,-0.7839,-3.0606,-1.0605,1.3861,-2.4931,-0.2459,6.5312,-2.6422,-0.9003,-2.0373,0.1366,1.8513,1.5271,-2.3044,-6.6202,-0.8363,0.7506,1.4385,1.4565,-2.2905,-3.4004,0.1155,1.8015,-1.0351,0.8747,3.7644,-0.8567,-3.736,-4.6113,-0.2303,1.6015,2.1024,-3.0434,0.039,-1.4192,-1.3213,-1.4111,-4.4648,5.4681,14.1672,-2.4967,0.0395,-0.8323,-0.0262,1.1357,-0.1145,-6.8499,2.5921,-0.7387,-5.5888,0.2107,0.0881,0.5706,-0.1606,1.5439,0.9241,-1.2262,-1.5464,1.4116,0.0547,4.191,1.3,1.2696,1.6182,0.1471,0.2249,1.7096,-0.9536,-11.0967,-3.4543,3.3366,0.7918,0.7717,-3.9463,-1.3669,-1.9565,-2.0457,0.047,-1.9135,1.0708,2.5955,-0.9361,-1.7578,1.7748,5.8429,3.1974,-4.2086,-3.1515,5.2978,2.0886,-2.4124,-0.4438,1.6613,0.9493,-3.5288,-3.0647,3.2506,-0.1419,4.7073,0.4473,-1.1319,-5.0222,1.3213,0.2656,1.1863,-0.9101,1.1436,-1.1629,-1.9026,1.0863,0.3886,-2.0557,0.1347,-0.5862,0.8039,2.2543,0.1452,-0.0686,-0.3993,1.7144,1.0041,-2.4609,-3.2974,0.2595,3.1944,1.933,-1.7133,1.4708,0.2403,-4.4396,0.4163,-2.5414,-3.3688,3.7778,2.8571,-2.1401,-0.6855,3.15,6.6585,5.5894,1.3805,-3.294,4.0862,-4.248,3.3304,-4.3344,-1.934,-19.4732,1.3703,3.6727,0.0238,-4.303,-2.4714,-4.0974,-1.5262,-0.2066,-1.7341,0.2948,0.8256,-0.2568,-0.6737,1.0071,-0.3055,5.6587,-3.1731,-1.8883,3.9481,-4.3006,0.4668,1.7928,0.8885,-14.079,-3.0729,2.333,4.794,13.376,-1.5979,2.672,0.6229,-3.4615,-0.4805,0.0853,3.2004,-0.9226,-1.8505,-0.549,4.9648,0.6198,0.3835,-10.9465,-2.3815,-1.908,-1.522,-1.0372,-4.5664,-1.2474,-4.2388,-5.3709,-2.1598,-1.3826,-0.3278,0.1283,-2.7115,-6.6746,0.5618,-4.0302,4.5337,3.1044,-5.0075,-3.5766,-2.9647,4.1369,-2.6526,-0.5652,-0.5124,-3.8721,-2.4884,9.8233,-1.8414,-2.6325,2.9636,0.787,1.5262,-2.4184,5.296,3.8835,-1.7386,-2.0253,0.9542,-2.4318,10.9982,0.8982,-0.9657,1.2156,-1.3098,-0.1861,-1.2327,-3.3164,0.9436,-0.4517,-3.0417,-0.5364,7.211,-3.5884,-5.3842,-0.7201,4.726,-6.06,-5.268,-0.4189,0.4682,-0.7587,0.2775,-0.0964,-0.8881,2.2993,1.6214,1.2003,-2.1131,-2.3509,-5.6397,-0.8073,1.1788,1.4244,1.1154,-1.4744,-1.7174,-0.5415,-5.4592,-2.1609,-3.2376,-4.0175,1.208,-2.0559,3.4811,-3.9514,-0.6223,0.7243,-2.5996,-2.2956,0.4463,0.4046,-4.5898,0.8492,2.5277,15.8311,-3.2405,-0.6149,1.1061,-1.7473,-0.1165,5.1479,-6.7292,1.2548,-0.0952,-0.6313,0.8554,-0.7164,-2.7385,-1.1881,-3.3581,1.412,-1.8948,-0.7313,6.1419,0.0267,2.0124,-2.2935,3.5953,0.4423,-2.9853,10.5791,4.7963,-6.1276,1.1665,-2.103,-4.5651,-1.625,,,,,,,,,,,,,,,,
aptos,2025-05-14,1.669,medium (1–3%),-1.283,-2.7875,-0.5052,-1.7628,2.8882,3.9708,2.9915,-5.7022,0.2603,1.4056,2.3807,0.1363,1.4182,-3.5538,1.5776,-0.9611,-1.457,0.5315,-1.5196,-3.7479,0.0071,-2.9749,-6.4215,0.4481,8.0785,2.0115,7.0459,-2.4179,0.578,3.6822,-5.9281,-7.6701,-0.7839,-3.0606,-1.0605,1.3861,-2.4931,-0.2459,6.5312,-2.6422,-0.9003,-2.0373,0.1366,1.8513,1.5271,-2.3044,-6.6202,-0.8363,0.7506,1.4385,1.4565,-2.2905,-3.4004,0.1155,1.8015,-1.0351,0.8747,3.7644,-0.8567,-3.736,-4.6113,-0.2303,1.6015,2.1024,-3.0434,0.039,-1.4192,-1.3213,-1.4111,-4.4648,5.4681,14.1672,-2.4967,0.0395,-0.8323,-0.0262,1.1357,-0.1145,-6.8499,2.5921,-0.7387,-5.5888,0.2107,0.0881,0.5706,-0.1606,1.5439,0.9241,-1.2262,-1.5464,1.4116,0.0547,4.191,1.3,1.2696,1.6182,0.1471,0.2249,1.7096,-0.9536,-11.0967,-3.4543,3.3366,0.7918,0.7717,-3.9463,-1.3669,-1.9565,-2.0457,0.047,-1.9135,1.0708,2.5955,-0.9361,-1.7578,1.7748,5.8429,3.1974,-4.2086,-3.1515,5.2978,2.0886,-2.4124,-0.4438,1.6613,0.9493,-3.5288,-3.0647,3.2506,-0.1419,4.7073,0.4473,-1.1319,-5.0222,1.3213,0.2656,1.1863,-0.9101,1.1436,-1.1629,-1.9026,1.0863,0.3886,-2.0557,0.1347,-0.5862,0.8039,2.2543,0.1452,-0.0686,-0.3993,1.7144,1.0041,-2.4609,-3.2974,0.2595,3.1944,1.933,-1.7133,1.4708,0.2403,-4.4396,0.4163,-2.5414,-3.3688,3.7778,2.8571,-2.1401,-0.6855,3.15,6.6585,5.5894,1.3805,-3.294,4.0862,-4.248,3.3304,-4.3344,-1.934,-19.4732,1.3703,3.6727,0.0238,-4.303,-2.4714,-4.0974,-1.5262,-0.2066,-1.7341,0.2948,0.8256,-0.2568,-0.6737,1.0071,-0.3055,5.6587,-3.1731,-1.8883,3.9481,-4.3006,0.4668,1.7928,0.8885,-14.079,-3.0729,2.333,4.794,13.376,-1.5979,2.672,0.6229,-3.4615,-0.4805,0.0853,3.2004,-0.9226,-1.8505,-0.549,4.9648,0.6198,0.3835,-10.9465,-2.3815,-1.908,-1.522,-1.0372,-4.5664,-1.2474,-4.2388,-5.3709,-2.1598,-1.3826,-0.3278,0.1283,-2.7115,-6.6746,0.5618,-4.0302,4.5337,3.1044,-5.0075,-3.5766,-2.9647,4.1369,-2.6526,-0.5652,-0.5124,-3.8721,-2.4884,9.8233,-1.8414,-2.6325,2.9636,0.787,1.5262,-2.4184,5.296,3.8835,-1.7386,-2.0253,0.9542,-2.4318,10.9982,0.8982,-0.9657,1.2156,-1.3098,-0.1861,-1.2327,-3.3164,0.9436,-0.4517,-3.0417,-0.5364,7.211,-3.5884,-5.3842,-0.7201,4.726,-6.06,-5.268,-0.4189,0.4682,-0.7587,0.2775,-0.0964,-0.8881,2.2993,1.6214,1.2003,-2.1131,-2.3509,-5.6397,-0.8073,1.1788,1.4244,1.1154,-1.4744,-1.7174,-0.5415,-5.4592,-2.1609,-3.2376,-4.0175,1.208,-2.0559,3.4811,-3.9514,-0.6223,0.7243,-2.5996,-2.2956,0.4463,0.4046,-4.5898,0.8492,2.5277,15.8311,-3.2405,-0.6149,1.1061,-1.7473,-0.1165,5.1479,-6.7292,1.2548,-0.0952,-0.6313,0.8554,-0.7164,-2.7385,-1.1881,-3.3581,1.412,-1.8948,-0.7313,6.1419,0.0267,2.0124,-2.2935,3.5953,0.4423,-2.9853,10.5791,4.7963,-6.1276,1.1665,-2.103,-4.5651,-1.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aptos,2025-06-14,1.641,medium (1–3%),-7.6701,-0.7839,-3.0606,-1.0605,1.3861,-2.4931,-0.2459,6.5312,-2.6422,-0.9003,-2.0373,0.1366,1.8513,1.5271,-2.3044,-6.6202,-0.8363,0.7506,1.4385,1.4565,-2.2905,-3.4004,0.1155,1.8015,-1.0351,0.8747,3.7644,-0.8567,-3.736,-4.6113,-0.2303,1.6015,2.1024,-3.0434,0.039,-1.4192,-1.3213,-1.4111,-4.4648,5.4681,14.1672,-2.4967,0.0395,-0.8323,-0.0262,1.1357,-0.1145,-6.8499,2.5921,-0.7387,-5.5888,0.2107,0.0881,0.5706,-0.1606,1.5439,0.9241,-1.2262,-1.5464,1.4116,0.0547,4.191,1.3,1.2696,1.6182,0.1471,0.2249,1.7096,-0.9536,-11.0967,-3.4543,3.3366,0.7918,0.7717,-3.9463,-1.3669,-1.9565,-2.0457,0.047,-1.9135,1.0708,2.5955,-0.9361,-1.7578,1.7748,5.8429,3.1974,-4.2086,-3.1515,5.2978,2.0886,-2.4124,-0.4438,1.6613,0.9493,-3.5288,-3.0647,3.2506,-0.1419,4.7073,0.4473,-1.1319,-5.0222,1.3213,0.2656,1.1863,-0.9101,1.1436,-1.1629,-1.9026,1.0863,0.3886,-2.0557,0.1347,-0.5862,0.8039,2.2543,0.1452,-0.0686,-0.3993,1.7144,1.0041,-2.4609,-3.2974,0.2595,3.1944,1.933,-1.7133,1.4708,0.2403,-4.4396,0.4163,-2.5414,-3.3688,3.7778,2.8571,-2.1401,-0.6855,3.15,6.6585,5.5894,1.3805,-3.294,4.0862,-4.248,3.3304,-4.3344,-1.934,-19.4732,1.3703,3.6727,0.0238,-4.303,-2.4714,-4.0974,-1.5262,-0.2066,-1.7341,0.2948,0.8256,-0.2568,-0.6737,1.0071,-0.3055,5.6587,-3.1731,-1.8883,3.9481,-4.3006,0.4668,1.7928,0.8885,-14.079,-3.0729,2.333,4.794,13.376,-1.5979,2.672,0.6229,-3.4615,-0.4805,0.0853,3.2004,-0.9226,-1.8505,-0.549,4.9648,0.6198,0.3835,-10.9465,-2.3815,-1.908,-1.522,-1.0372,-4.5664,-1.2474,-4.2388,-5.3709,-2.1598,-1.3826,-0.3278,0.1283,-2.7115,-6.6746,0.5618,-4.0302,4.5337,3.1044,-5.0075,-3.5766,-2.9647,4.1369,-2.6526,-0.5652,-0.5124,-3.8721,-2.4884,9.8233,-1.8414,-2.6325,2.9636,0.787,1.5262,-2.4184,5.296,3.8835,-1.7386,-2.0253,0.9542,-2.4318,10.9982,0.8982,-0.9657,1.2156,-1.3098,-0.1861,-1.2327,-3.3164,0.9436,-0.4517,-3.0417,-0.5364,7.211,-3.5884,-5.3842,-0.7201,4.726,-6.06,-5.268,-0.4189,0.4682,-0.7587,0.2775,-0.0964,-0.8881,2.2993,1.6214,1.2003,-2.1131,-2.3509,-5.6397,-0.8073,1.1788,1.4244,1.1154,-1.4744,-1.7174,-0.5415,-5.4592,-2.1609,-3.2376,-4.0175,1.208,-2.0559,3.4811,-3.9514,-0.6223,0.7243,-2.5996,-2.2956,0.4463,0.4046,-4.5898,0.8492,2.5277,15.8311,-3.2405,-0.6149,1.1061,-1.7473,-0.1165,5.1479,-6.7292,1.2548,-0.0952,-0.6313,0.8554,-0.7164,-2.7385,-1.1881,-3.3581,1.412,-1.8948,-0.7313,6.1419,0.0267,2.0124,-2.2935,3.5953,0.4423,-2.9853,10.5791,4.7963,-6.1276,1.1665,-2.103,-4.5651,-1.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
